Date ,day ,month,year,quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
23-Sep-24,Monday,September,2024,Q3,EQ,3020.00,3070.00,3015.25,3008.50,3035.00,3043.95,3046.70,3743.90,2142.00,897314.00,66944
20-Sep-24,Friday,September,2024,Q3,EQ,2948.15,3025.00,2942.05,2943.15,3005.80,3008.50,3000.83,3743.90,2142.00,1787210.00,76536
19-Sep-24,Thursday,September,2024,Q3,EQ,2975.05,2975.25,2890.35,2956.30,2941.00,2943.15,2930.13,3743.90,2142.00,1655401.00,79202
18-Sep-24,Wednesday,September,2024,Q3,EQ,2976.00,2984.75,2935.00,2975.20,2957.00,2956.30,2959.83,3743.90,2142.00,831891.00,37955
17-Sep-24,Tuesday,September,2024,Q3,EQ,2990.05,2995.90,2952.50,2984.90,2975.00,2975.20,2971.05,3743.90,2142.00,698700.00,44150
16-Sep-24,Monday,September,2024,Q3,EQ,2972.00,3026.40,2972.00,2968.35,2982.00,2984.90,3000.63,3743.90,2142.00,695162.00,44149
13-Sep-24,Friday,September,2024,Q3,EQ,2972.00,3001.95,2956.05,2991.00,2965.35,2968.35,2974.23,3743.90,2142.00,815948.00,46440
12-Sep-24,Thursday,September,2024,Q3,EQ,2950.00,3000.00,2917.15,2937.85,2980.90,2991.00,2962.52,3743.90,2142.00,1314173.00,89512
11-Sep-24,Wednesday,September,2024,Q3,EQ,2985.00,2992.95,2928.00,2986.40,2940.00,2937.85,2958.05,3743.90,2142.00,888628.00,54027
10-Sep-24,Tuesday,September,2024,Q3,EQ,2971.60,3007.40,2947.60,2964.15,2986.00,2986.40,2975.72,3743.90,2142.00,803782.00,55050
09-Sep-24,Monday,September,2024,Q3,EQ,2972.10,2972.50,2927.30,2975.45,2968.00,2964.15,2953.73,3743.90,2142.00,1523581.00,75178
06-Sep-24,Friday,September,2024,Q3,EQ,3019.00,3025.00,2968.00,3015.35,2972.10,2975.45,2990.04,3743.90,2142.00,1251165.00,75683
05-Sep-24,Thursday,September,2024,Q3,EQ,3025.00,3037.90,3002.00,3012.35,3012.00,3015.35,3015.88,3743.90,2142.00,734273.00,45054
04-Sep-24,Wednesday,September,2024,Q3,EQ,3010.00,3025.00,2955.20,3036.10,3013.50,3012.35,3005.91,3743.90,2142.00,1212270.00,51072
03-Sep-24,Tuesday,September,2024,Q3,EQ,3037.00,3053.05,3023.80,3042.15,3035.95,3036.10,3036.89,3743.90,2142.00,1371577.00,43530
02-Sep-24,Monday,September,2024,Q3,EQ,3021.10,3059.15,2997.60,3019.35,3039.00,3042.15,3025.26,3743.90,2142.00,1842658.00,73749
30-Aug-24,Friday,August,2024,Q3,EQ,3030.00,3038.55,3003.30,3020.15,3033.00,3019.35,3019.69,3743.90,2142.00,3509174.00,77468
29-Aug-24,Thursday,August,2024,Q3,EQ,3030.00,3041.95,2981.30,3028.00,3022.00,3020.15,3007.33,3743.90,2142.00,1853966.00,100949
28-Aug-24,Wednesday,August,2024,Q3,EQ,3078.00,3078.00,3022.10,3067.10,3028.00,3028.00,3041.32,3743.90,2142.00,1569652.00,62349
27-Aug-24,Tuesday,August,2024,Q3,EQ,3072.20,3095.75,3064.00,3069.00,3067.00,3067.10,3078.59,3743.90,2142.00,1310440.00,43632
26-Aug-24,Monday,August,2024,Q3,EQ,3088.00,3090.00,3055.00,3076.35,3069.80,3069.00,3069.89,3743.90,2142.00,1632446.00,73150
23-Aug-24,Friday,August,2024,Q3,EQ,3101.00,3123.00,3067.60,3099.05,3079.45,3076.35,3088.57,3743.90,2142.00,1375224.00,61780
22-Aug-24,Thursday,August,2024,Q3,EQ,3130.75,3150.00,3091.00,3115.70,3099.55,3099.05,3122.80,3743.90,2142.00,1378912.00,53089
21-Aug-24,Wednesday,August,2024,Q3,EQ,3070.65,3153.30,3068.40,3070.65,3117.00,3115.70,3110.53,3743.90,2142.00,1379240.00,56394
20-Aug-24,Tuesday,August,2024,Q3,EQ,3118.95,3126.00,3058.85,3102.55,3071.00,3070.65,3084.66,3743.90,2142.00,662263.00,42615
19-Aug-24,Monday,August,2024,Q3,EQ,3122.05,3134.30,3092.95,3108.80,3107.00,3102.55,3113.97,3743.90,2142.00,557265.00,35313
16-Aug-24,Friday,August,2024,Q3,EQ,3070.00,3121.60,3039.35,3040.10,3109.00,3108.80,3079.35,3743.90,2142.00,970067.00,54922
14-Aug-24,Wednesday,August,2024,Q3,EQ,3085.70,3085.70,3027.75,3092.20,3036.25,3040.10,3051.52,3743.90,2142.00,1232383.00,70048
13-Aug-24,Tuesday,August,2024,Q3,EQ,3170.05,3178.10,3081.75,3151.75,3085.70,3092.20,3120.80,3743.90,2142.00,2192588.00,89159
12-Aug-24,Monday,August,2024,Q3,EQ,3100.00,3169.85,3014.00,3187.55,3140.90,3151.75,3101.13,3743.90,2142.00,10307245.00,368244
09-Aug-24,Friday,August,2024,Q3,EQ,3209.00,3219.30,3171.05,3167.55,3186.50,3187.55,3193.28,3743.90,2142.00,760165.00,43358
08-Aug-24,Thursday,August,2024,Q3,EQ,3190.55,3242.65,3156.55,3185.95,3172.55,3167.55,3194.74,3743.90,2142.00,2139376.00,107274
07-Aug-24,Wednesday,August,2024,Q3,EQ,3118.00,3190.00,3112.00,3072.70,3186.45,3185.95,3163.01,3743.90,2142.00,1868169.00,74727
06-Aug-24,Tuesday,August,2024,Q3,EQ,3084.00,3142.80,3057.25,3038.20,3078.25,3072.70,3108.00,3743.90,2142.00,2125201.00,124189
05-Aug-24,Monday,August,2024,Q3,EQ,3085.00,3133.05,2996.30,3160.90,3024.00,3038.20,3062.45,3743.90,2142.00,2238921.00,139819
02-Aug-24,Friday,August,2024,Q3,EQ,3200.00,3215.00,3111.00,3217.25,3161.40,3160.90,3174.06,3743.90,2142.00,3360209.00,149926
01-Aug-24,Thursday,August,2024,Q3,EQ,3180.00,3258.00,3151.70,3169.40,3225.10,3217.25,3212.46,3743.90,2142.00,6149883.00,234840
31-Jul-24,Wednesday,July,2024,Q3,EQ,3141.00,3197.50,3135.00,3128.75,3168.00,3169.40,3171.25,3743.90,2142.00,2414005.00,113298
30-Jul-24,Tuesday,July,2024,Q3,EQ,3092.00,3155.00,3066.65,3089.35,3133.00,3128.75,3120.89,3743.90,2142.00,1647048.00,98232
29-Jul-24,Monday,July,2024,Q3,EQ,3094.30,3120.35,3074.00,3080.50,3088.40,3089.35,3097.85,3743.90,2142.00,1037474.00,68832
26-Jul-24,Friday,July,2024,Q3,EQ,2995.00,3109.00,2988.10,2973.50,3072.25,3080.50,3066.52,3743.90,2142.00,1942427.00,111808
25-Jul-24,Thursday,July,2024,Q3,EQ,2960.70,3017.65,2945.10,2970.70,2995.00,2973.50,2980.02,3743.90,2142.00,1105721.00,75405
24-Jul-24,Wednesday,July,2024,Q3,EQ,2995.35,3007.50,2959.30,2995.35,2968.80,2970.70,2980.98,3743.90,2142.00,693702.00,54185
23-Jul-24,Tuesday,July,2024,Q3,EQ,3020.00,3038.00,2886.35,3000.85,2999.40,2995.35,2989.95,3743.90,2142.00,1443331.00,103491
22-Jul-24,Monday,July,2024,Q3,EQ,3005.70,3026.90,2972.15,3005.70,3000.00,3000.85,3002.66,3743.90,2142.00,662085.00,50675
19-Jul-24,Friday,July,2024,Q3,EQ,3092.00,3094.50,3000.00,3092.20,3007.95,3005.70,3033.24,3743.90,2142.00,1026941.00,68966
18-Jul-24,Thursday,July,2024,Q3,EQ,3106.00,3111.00,3057.15,3109.30,3090.00,3092.20,3083.68,3743.90,2142.00,1021653.00,80772
16-Jul-24,Tuesday,July,2024,Q3,EQ,3110.00,3137.75,3096.10,3090.40,3106.50,3109.30,3115.88,3743.90,2142.00,988357.00,60074
15-Jul-24,Monday,July,2024,Q3,EQ,3066.10,3103.50,3058.35,3065.45,3091.00,3090.40,3081.16,3743.90,2142.00,724174.00,44784
12-Jul-24,Friday,July,2024,Q3,EQ,3090.00,3098.80,3058.35,3078.30,3066.00,3065.45,3075.05,3743.90,2142.00,756036.00,51794
11-Jul-24,Thursday,July,2024,Q3,EQ,3118.70,3129.80,3074.10,3096.00,3087.00,3078.30,3097.76,3743.90,2142.00,899781.00,85332
10-Jul-24,Wednesday,July,2024,Q3,EQ,3120.10,3127.25,3063.40,3110.75,3093.90,3096.00,3097.88,3743.90,2142.00,586710.00,44240
09-Jul-24,Tuesday,July,2024,Q3,EQ,3115.95,3158.00,3100.50,3113.60,3112.00,3110.75,3125.40,3743.90,2142.00,922403.00,57330
08-Jul-24,Monday,July,2024,Q3,EQ,3147.90,3158.20,3075.00,3147.90,3112.00,3113.60,3104.41,3743.90,2142.00,1155112.00,84099
